Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered
Shaanxi,China,35.1917,108.8701,06/02/2020,173.0,0.0,9.0
Yunnan,China,24.974,101.487,06/02/2020,133.0,0.0,7.0
Hainan,China,19.1959,109.7453,06/02/2020,106.0,1.0,8.0
Guizhou,China,26.8154,106.8748,06/02/2020,71.0,1.0,6.0
Tianjin,China,39.3054,117.323,06/02/2020,79.0,1.0,2.0
Shanxi,China,37.5777,112.2922,06/02/2020,96.0,0.0,12.0
Gansu,China,37.8099,101.0583,06/02/2020,62.0,0.0,6.0
Hong Kong,China,22.3,114.2,06/02/2020,24.0,1.0,0.0
Liaoning,China,41.2956,122.6085,06/02/2020,94.0,0.0,5.0
Jilin,China,43.6661,126.1923,06/02/2020,59.0,0.0,4.0
,Czechia,49.8175,15.473,06/02/2020,0.0,0.0,0.0
Xinjiang,China,41.1129,85.2401,06/02/2020,36.0,0.0,0.0
Inner Mongolia,China,44.0935,113.9448,06/02/2020,46.0,0.0,4.0
Ningxia,China,37.2692,106.1655,06/02/2020,40.0,0.0,1.0
,Taiwan*,23.7,121.0,06/02/2020,16.0,0.0,1.0
,Vietnam,16.0,108.0,06/02/2020,10.0,0.0,1.0
,Russia,60.0,90.0,06/02/2020,2.0,0.0,0.0
Qinghai,China,35.7452,95.9956,06/02/2020,18.0,0.0,3.0
Macau,China,22.1667,113.55,06/02/2020,10.0,0.0,1.0
,Moldova,47.4116,28.3699,06/02/2020,0.0,0.0,0.0
,Bolivia,-16.2902,-63.5887,06/02/2020,0.0,0.0,0.0
Faroe Islands,Denmark,61.8926,-6.9118,06/02/2020,0.0,0.0,0.0
St Martin,France,18.0708,-63.0501,06/02/2020,0.0,0.0,0.0
,Honduras,15.2,-86.2419,06/02/2020,0.0,0.0,0.0
Channel Islands,United Kingdom,49.3723,-2.3644,06/02/2020,0.0,0.0,0.0
New Brunswick,Canada,46.5653,-66.4619,06/02/2020,0.0,0.0,0.0
Tibet,China,31.6927,88.0924,06/02/2020,1.0,0.0,0.0
,Congo (Kinshasa),-4.0383,21.7587,06/02/2020,0.0,0.0,0.0
,Cote d'Ivoire,7.54,-5.5471,06/02/2020,0.0,0.0,0.0
Saint Barthelemy,France,17.9,-62.8333,06/02/2020,0.0,0.0,0.0
,Jamaica,18.1096,-77.2975,06/02/2020,0.0,0.0,0.0
,Turkey,38.9637,35.2433,06/02/2020,0.0,0.0,0.0
Gibraltar,United Kingdom,36.1408,-5.3536,06/02/2020,0.0,0.0,0.0
,Cuba,22.0,-80.0,06/02/2020,0.0,0.0,0.0
,Guyana,5.0,-58.75,06/02/2020,0.0,0.0,0.0
Australian Capital Territory,Australia,-35.4735,149.0124,06/02/2020,0.0,0.0,0.0
United Kingdom,United Kingdom,55.3781,-3.4360000000000004,06/02/2020,2.0,0.0,0.0
,Kazakhstan,48.0196,66.9237,06/02/2020,0.0,0.0,0.0
French Polynesia,France,-17.6797,149.4068,06/02/2020,0.0,0.0,0.0
Manitoba,Canada,53.7609,-98.8139,06/02/2020,0.0,0.0,0.0
Saskatchewan,Canada,52.9399,-106.4509,06/02/2020,0.0,0.0,0.0
,Ethiopia,9.145,40.4897,06/02/2020,0.0,0.0,0.0
,Sudan,12.8628,30.2176,06/02/2020,0.0,0.0,0.0
,Guinea,9.9456,-9.6966,06/02/2020,0.0,0.0,0.0
Grand Princess,Canada,37.6489,-122.6655,06/02/2020,0.0,0.0,0.0
,Kenya,-0.0236,37.9062,06/02/2020,0.0,0.0,0.0
,Antigua and Barbuda,17.0608,-61.7964,06/02/2020,0.0,0.0,0.0
Alabama,US,32.3182,-86.9023,06/02/2020,0.0,0.0,0.0
,Uruguay,-32.5228,-55.7658,06/02/2020,0.0,0.0,0.0
,Ghana,7.9465,-1.0232,06/02/2020,0.0,0.0,0.0
Puerto Rico,US,18.2208,-66.5901,06/02/2020,0.0,0.0,0.0
,Namibia,-22.9576,18.4904,06/02/2020,0.0,0.0,0.0
,Seychelles,-4.6796,55.492,06/02/2020,0.0,0.0,0.0
,Trinidad and Tobago,10.6918,-61.2225,06/02/2020,0.0,0.0,0.0
,Venezuela,6.4238,-66.5897,06/02/2020,0.0,0.0,0.0
,Eswatini,-26.5225,31.4659,06/02/2020,0.0,0.0,0.0
,Gabon,-0.8037,11.6094,06/02/2020,0.0,0.0,0.0
,Guatemala,15.7835,-90.2308,06/02/2020,0.0,0.0,0.0
,Mauritania,21.0079,10.9408,06/02/2020,0.0,0.0,0.0
,Rwanda,-1.9403,29.8739,06/02/2020,0.0,0.0,0.0
,Saint Lucia,13.9094,-60.9789,06/02/2020,0.0,0.0,0.0
,Saint Vincent and the Grenadines,12.9843,-61.2872,06/02/2020,0.0,0.0,0.0
,Suriname,3.9193,-56.0278,06/02/2020,0.0,0.0,0.0
French Guiana,France,3.9339,-53.1258,06/02/2020,0.0,0.0,0.0
Guam,US,13.4443,144.7937,06/02/2020,0.0,0.0,0.0
,Kosovo,42.6026,20.903,06/02/2020,0.0,0.0,0.0
Newfoundland and Labrador,Canada,53.1355,-57.6604,06/02/2020,0.0,0.0,0.0
Prince Edward Island,Canada,46.5107,-63.4168,06/02/2020,0.0,0.0,0.0
,Central African Republic,6.6111,20.9394,06/02/2020,0.0,0.0,0.0
,Congo (Brazzaville),-4.0383,21.7587,06/02/2020,0.0,0.0,0.0
,Equatorial Guinea,1.5,10.0,06/02/2020,0.0,0.0,0.0
Mayotte,France,-12.8275,45.1662,06/02/2020,0.0,0.0,0.0
,Uzbekistan,41.3775,64.5853,06/02/2020,0.0,0.0,0.0
Netherlands,Netherlands,52.1326,5.2913,06/02/2020,0.0,0.0,0.0
Nova Scotia,Canada,44.682,-63.7443,06/02/2020,0.0,0.0,0.0
Guadeloupe,France,16.25,-61.5833,06/02/2020,0.0,0.0,0.0
,Benin,9.3077,2.3158,06/02/2020,0.0,0.0,0.0
,Liberia,6.4281,-9.4295,06/02/2020,0.0,0.0,0.0
Curacao,Netherlands,12.1696,-68.99,06/02/2020,0.0,0.0,0.0
,Somalia,5.1521,46.1996,06/02/2020,0.0,0.0,0.0
,Tanzania,-6.369,34.8888,06/02/2020,0.0,0.0,0.0
Virgin Islands,US,18.3358,-64.8963,06/02/2020,0.0,0.0,0.0
Cayman Islands,United Kingdom,19.3133,-81.2546,06/02/2020,0.0,0.0,0.0
Reunion,France,-21.1351,55.2471,06/02/2020,0.0,0.0,0.0
,Barbados,13.1939,-59.5432,06/02/2020,0.0,0.0,0.0
,Montenegro,42.5,19.3,06/02/2020,0.0,0.0,0.0
,Kyrgyzstan,41.2044,74.7661,06/02/2020,0.0,0.0,0.0
,Mauritius,-20.2,57.5,06/02/2020,0.0,0.0,0.0
Aruba,Netherlands,12.5186,-70.0358,06/02/2020,0.0,0.0,0.0
,Zambia,-15.4167,28.2833,06/02/2020,0.0,0.0,0.0
,Djibouti,11.8251,42.5903,06/02/2020,0.0,0.0,0.0
,"Gambia, The",13.4432,-15.3101,06/02/2020,0.0,0.0,0.0
Montserrat,United Kingdom,16.7425,-62.1874,06/02/2020,0.0,0.0,0.0
,"Bahamas, The",25.0343,-77.3963,06/02/2020,0.0,0.0,0.0
Greenland,Denmark,71.7069,-42.6043,06/02/2020,0.0,0.0,0.0
New Caledonia,France,-20.9043,165.618,06/02/2020,0.0,0.0,0.0
Bermuda,United Kingdom,32.3078,-64.7505,06/02/2020,0.0,0.0,0.0
,Chad,15.4542,18.7322,06/02/2020,0.0,0.0,0.0
,El Salvador,13.7942,-88.8965,06/02/2020,0.0,0.0,0.0
,Fiji,-17.7134,178.065,06/02/2020,0.0,0.0,0.0
,Nicaragua,12.8654,-85.2072,06/02/2020,0.0,0.0,0.0
,Madagascar,-18.7669,46.8691,06/02/2020,0.0,0.0,0.0
,Haiti,18.9712,-72.2852,06/02/2020,0.0,0.0,0.0
,Angola,-11.2027,17.8739,06/02/2020,0.0,0.0,0.0
,Cabo Verde,16.5388,-23.0418,06/02/2020,0.0,0.0,0.0
Sint Maarten,Netherlands,18.0425,-63.0548,06/02/2020,0.0,0.0,0.0
,Niger,17.6078,8.0817,06/02/2020,0.0,0.0,0.0
,Papua New Guinea,-6.315,143.9555,06/02/2020,0.0,0.0,0.0
Isle of Man,United Kingdom,54.2361,-4.5481,06/02/2020,0.0,0.0,0.0
,Zimbabwe,-20.0,30.0,06/02/2020,0.0,0.0,0.0
Northwest Territories,Canada,64.8255,-124.8457,06/02/2020,0.0,0.0,0.0
,Cape Verde,15.1111,-23.6167,06/02/2020,0.0,0.0,0.0
,East Timor,-8.55,125.56,06/02/2020,0.0,0.0,0.0
,Eritrea,15.1794,39.7823,06/02/2020,0.0,0.0,0.0
,Uganda,1.0,32.0,06/02/2020,0.0,0.0,0.0
,Dominica,15.415,-61.371,06/02/2020,0.0,0.0,0.0
,Grenada,12.1165,-61.679,06/02/2020,0.0,0.0,0.0
,Mozambique,-18.6657,35.5296,06/02/2020,0.0,0.0,0.0
,Syria,34.8021,38.9968,06/02/2020,0.0,0.0,0.0
,Timor-Leste,-8.8742,125.7275,06/02/2020,0.0,0.0,0.0
,Guadeloupe,16.265,-61.551,06/02/2020,0.0,0.0,0.0
,Reunion,-21.1151,55.5364,06/02/2020,0.0,0.0,0.0
,French Guiana,3.9339,-53.1258,06/02/2020,0.0,0.0,0.0
,Mayotte,-12.8275,45.1662,06/02/2020,0.0,0.0,0.0
United States Virgin Islands,US,18.3358,-64.8963,06/02/2020,0.0,0.0,0.0
US,US,37.0902,-95.7129,06/02/2020,0.0,0.0,0.0
,Greenland,72.0,-40.0,06/02/2020,0.0,0.0,0.0
,Guam,13.4443,144.7937,06/02/2020,0.0,0.0,0.0
,Guernsey,49.45,-2.58,06/02/2020,0.0,0.0,0.0
,Jersey,49.19,-2.11,06/02/2020,0.0,0.0,0.0
,Puerto Rico,18.2,-66.5,06/02/2020,0.0,0.0,0.0
,Republic of the Congo,-1.44,15.556,06/02/2020,0.0,0.0,0.0
,The Bahamas,24.25,-76.0,06/02/2020,0.0,0.0,0.0
,The Gambia,13.4667,-16.6,06/02/2020,0.0,0.0,0.0
,Thailand,15.0,101.0,07/02/2020,25.0,0.0,5.0
,Japan,36.0,138.0,07/02/2020,25.0,0.0,1.0
,Singapore,1.2833,103.8333,07/02/2020,30.0,0.0,0.0
,Nepal,28.1667,84.25,07/02/2020,1.0,0.0,0.0
,Malaysia,2.5,112.5,07/02/2020,12.0,0.0,1.0
British Columbia,Canada,49.2827,-123.1207,07/02/2020,4.0,0.0,0.0
New South Wales,Australia,-33.8688,151.2093,07/02/2020,4.0,0.0,2.0
Victoria,Australia,-37.8136,144.9631,07/02/2020,4.0,0.0,0.0
Queensland,Australia,-28.0167,153.4,07/02/2020,5.0,0.0,0.0
,Cambodia,11.55,104.9167,07/02/2020,1.0,0.0,0.0
,Sri Lanka,7.0,81.0,07/02/2020,1.0,0.0,0.0
,Germany,51.0,9.0,07/02/2020,13.0,0.0,0.0
,Finland,64.0,26.0,07/02/2020,1.0,0.0,0.0
,United Arab Emirates,24.0,54.0,07/02/2020,5.0,0.0,0.0
,Philippines,13.0,122.0,07/02/2020,3.0,1.0,0.0
,India,21.0,78.0,07/02/2020,3.0,0.0,0.0
,Italy,43.0,12.0,07/02/2020,3.0,0.0,0.0
,Sweden,63.0,16.0,07/02/2020,1.0,0.0,0.0
,Spain,40.0,-4.0,07/02/2020,1.0,0.0,0.0
South Australia,Australia,-34.9285,138.6007,07/02/2020,2.0,0.0,0.0
,Belgium,50.8333,4.0,07/02/2020,1.0,0.0,0.0
,Egypt,26.0,30.0,07/02/2020,0.0,0.0,0.0
From Diamond Princess,Australia,35.4437,139.638,07/02/2020,0.0,0.0,0.0
,Lebanon,33.8547,35.8623,07/02/2020,0.0,0.0,0.0
,Iraq,33.0,44.0,07/02/2020,0.0,0.0,0.0
,Oman,21.0,57.0,07/02/2020,0.0,0.0,0.0
,Afghanistan,33.0,65.0,07/02/2020,0.0,0.0,0.0
,Bahrain,26.0275,50.55,07/02/2020,0.0,0.0,0.0
,Kuwait,29.5,47.75,07/02/2020,0.0,0.0,0.0
,Algeria,28.0339,1.6596,07/02/2020,0.0,0.0,0.0
,Croatia,45.1,15.2,07/02/2020,0.0,0.0,0.0
,Switzerland,46.8182,8.2275,07/02/2020,0.0,0.0,0.0
,Austria,47.5162,14.5501,07/02/2020,0.0,0.0,0.0
,Israel,31.0,35.0,07/02/2020,0.0,0.0,0.0
,Pakistan,30.3753,69.3451,07/02/2020,0.0,0.0,0.0
,Brazil,-14.235,-51.9253,07/02/2020,0.0,0.0,0.0
,Georgia,42.3154,43.3569,07/02/2020,0.0,0.0,0.0
,Greece,39.0742,21.8243,07/02/2020,0.0,0.0,0.0
,North Macedonia,41.6086,21.7453,07/02/2020,0.0,0.0,0.0
,Norway,60.472,8.4689,07/02/2020,0.0,0.0,0.0
,Romania,45.9432,24.9668,07/02/2020,0.0,0.0,0.0
,Estonia,58.5953,25.0136,07/02/2020,0.0,0.0,0.0
,San Marino,43.9424,12.4578,07/02/2020,0.0,0.0,0.0
,Belarus,53.7098,27.9534,07/02/2020,0.0,0.0,0.0
,Iceland,64.9631,-19.0208,07/02/2020,0.0,0.0,0.0
,Lithuania,55.1694,23.8813,07/02/2020,0.0,0.0,0.0
,Mexico,23.6345,-102.5528,07/02/2020,0.0,0.0,0.0
,New Zealand,-40.9006,174.886,07/02/2020,0.0,0.0,0.0
,Nigeria,9.082,8.6753,07/02/2020,0.0,0.0,0.0
Western Australia,Australia,-31.9505,115.8605,07/02/2020,0.0,0.0,0.0
,Ireland,53.1424,-7.6921,07/02/2020,0.0,0.0,0.0
,Luxembourg,49.8153,6.1296,07/02/2020,0.0,0.0,0.0
,Monaco,43.7333,7.4167,07/02/2020,0.0,0.0,0.0
,Qatar,25.3548,51.1839,07/02/2020,0.0,0.0,0.0
,Ecuador,-1.8312,-78.1834,07/02/2020,0.0,0.0,0.0
,Azerbaijan,40.1431,47.5769,07/02/2020,0.0,0.0,0.0
,Armenia,40.0691,45.0382,07/02/2020,0.0,0.0,0.0
,Dominican Republic,18.7357,-70.1627,07/02/2020,0.0,0.0,0.0
,Indonesia,-0.7893,113.9213,07/02/2020,0.0,0.0,0.0
,Portugal,39.3999,-8.2245,07/02/2020,0.0,0.0,0.0
,Andorra,42.5063,1.5218,07/02/2020,0.0,0.0,0.0
Tasmania,Australia,-41.4545,145.9707,07/02/2020,0.0,0.0,0.0
,Latvia,56.8796,24.6032,07/02/2020,0.0,0.0,0.0
,Morocco,31.7917,-7.0926,07/02/2020,0.0,0.0,0.0
,Saudi Arabia,24.0,45.0,07/02/2020,0.0,0.0,0.0
,Senegal,14.4974,-14.4524,07/02/2020,0.0,0.0,0.0
,Argentina,-38.4161,-63.6167,07/02/2020,0.0,0.0,0.0
,Chile,-35.6751,-71.543,07/02/2020,0.0,0.0,0.0
,Jordan,31.24,36.51,07/02/2020,0.0,0.0,0.0
,Ukraine,48.3794,31.1656,07/02/2020,0.0,0.0,0.0
,Hungary,47.1625,19.5033,07/02/2020,0.0,0.0,0.0
Northern Territory,Australia,-12.4634,130.8456,07/02/2020,0.0,0.0,0.0
,Liechtenstein,47.14,9.55,07/02/2020,0.0,0.0,0.0
,Poland,51.9194,19.1451,07/02/2020,0.0,0.0,0.0
,Tunisia,34.0,9.0,07/02/2020,0.0,0.0,0.0
,Bosnia and Herzegovina,43.9159,17.6791,07/02/2020,0.0,0.0,0.0
,Slovenia,46.1512,14.9955,07/02/2020,0.0,0.0,0.0
,South Africa,-30.5595,22.9375,07/02/2020,0.0,0.0,0.0
,Bhutan,27.5142,90.4336,07/02/2020,0.0,0.0,0.0
,Cameroon,3.848,11.5021,07/02/2020,0.0,0.0,0.0
,Colombia,4.5709,-74.2973,07/02/2020,0.0,0.0,0.0
,Costa Rica,9.7489,-83.7534,07/02/2020,0.0,0.0,0.0
,Peru,-9.19,-75.0152,07/02/2020,0.0,0.0,0.0
,Serbia,44.0165,21.0059,07/02/2020,0.0,0.0,0.0
,Slovakia,48.669,19.699,07/02/2020,0.0,0.0,0.0
,Togo,8.6195,0.8248,07/02/2020,0.0,0.0,0.0
,Malta,35.9375,14.3754,07/02/2020,0.0,0.0,0.0
,Martinique,14.6415,-61.0242,07/02/2020,0.0,0.0,0.0
,Bulgaria,42.7339,25.4858,07/02/2020,0.0,0.0,0.0
,Maldives,3.2028,73.2207,07/02/2020,0.0,0.0,0.0
,Bangladesh,23.685,90.3563,07/02/2020,0.0,0.0,0.0
,Paraguay,-23.4425,-58.4438,07/02/2020,0.0,0.0,0.0
Ontario,Canada,51.2538,-85.3232,07/02/2020,3.0,0.0,0.0
Alberta,Canada,53.9333,-116.5765,07/02/2020,0.0,0.0,0.0
Quebec,Canada,52.9399,-73.5491,07/02/2020,0.0,0.0,0.0
,Albania,41.1533,20.1683,07/02/2020,0.0,0.0,0.0
,Cyprus,35.1264,33.4299,07/02/2020,0.0,0.0,0.0
,Brunei,4.5353,114.7277,07/02/2020,0.0,0.0,0.0
Washington,US,47.4009,-121.4905,07/02/2020,0.0,0.0,0.0
New York,US,42.1657,-74.9481,07/02/2020,0.0,0.0,0.0
California,US,36.1162,-119.6816,07/02/2020,0.0,0.0,0.0
Massachusetts,US,42.2302,-71.5301,07/02/2020,0.0,0.0,0.0
Diamond Princess,US,35.4437,139.638,07/02/2020,0.0,0.0,0.0
Grand Princess,US,37.6489,-122.6655,07/02/2020,0.0,0.0,0.0
Georgia,US,33.0406,-83.6431,07/02/2020,0.0,0.0,0.0
Colorado,US,39.0598,-105.3111,07/02/2020,0.0,0.0,0.0
Florida,US,27.7663,-81.6868,07/02/2020,0.0,0.0,0.0
New Jersey,US,40.2989,-74.521,07/02/2020,0.0,0.0,0.0
Oregon,US,44.572,-122.0709,07/02/2020,0.0,0.0,0.0
Texas,US,31.0545,-97.5635,07/02/2020,0.0,0.0,0.0
Illinois,US,40.3495,-88.9861,07/02/2020,0.0,0.0,0.0
Pennsylvania,US,40.5908,-77.2098,07/02/2020,0.0,0.0,0.0
Iowa,US,42.0115,-93.2105,07/02/2020,0.0,0.0,0.0
Maryland,US,39.0639,-76.8021,07/02/2020,0.0,0.0,0.0
North Carolina,US,35.6301,-79.8064,07/02/2020,0.0,0.0,0.0
South Carolina,US,33.8569,-80.945,07/02/2020,0.0,0.0,0.0
Tennessee,US,35.7478,-86.6923,07/02/2020,0.0,0.0,0.0
Virginia,US,37.7693,-78.17,07/02/2020,0.0,0.0,0.0
Arizona,US,33.7298,-111.4312,07/02/2020,0.0,0.0,0.0
Indiana,US,39.8494,-86.2583,07/02/2020,0.0,0.0,0.0
Kentucky,US,37.6681,-84.6701,07/02/2020,0.0,0.0,0.0
District of Columbia,US,38.8974,-77.0268,07/02/2020,0.0,0.0,0.0
Nevada,US,38.3135,-117.0554,07/02/2020,0.0,0.0,0.0
New Hampshire,US,43.4525,-71.5639,07/02/2020,0.0,0.0,0.0
Minnesota,US,45.6945,-93.9002,07/02/2020,0.0,0.0,0.0
Nebraska,US,41.1254,-98.2681,07/02/2020,0.0,0.0,0.0
Ohio,US,40.3888,-82.7649,07/02/2020,0.0,0.0,0.0
Rhode Island,US,41.6809,-71.5118,07/02/2020,0.0,0.0,0.0
Wisconsin,US,44.2685,-89.6165,07/02/2020,0.0,0.0,0.0
Connecticut,US,41.5978,-72.7554,07/02/2020,0.0,0.0,0.0
Hawaii,US,21.0943,-157.4983,07/02/2020,0.0,0.0,0.0
Oklahoma,US,35.5653,-96.9289,07/02/2020,0.0,0.0,0.0
Utah,US,40.15,-111.8624,07/02/2020,0.0,0.0,0.0
,Burkina Faso,12.2383,-1.5616,07/02/2020,0.0,0.0,0.0
,Holy See,41.9029,12.4534,07/02/2020,0.0,0.0,0.0
,Mongolia,46.8625,103.8467,07/02/2020,0.0,0.0,0.0
,Panama,8.538,-80.7821,07/02/2020,0.0,0.0,0.0
Kansas,US,38.5266,-96.7265,07/02/2020,0.0,0.0,0.0
Louisiana,US,31.1695,-91.8678,07/02/2020,0.0,0.0,0.0
Missouri,US,38.4561,-92.2884,07/02/2020,0.0,0.0,0.0
Vermont,US,44.0459,-72.7107,07/02/2020,0.0,0.0,0.0
Alaska,US,61.3707,-152.4044,07/02/2020,0.0,0.0,0.0
Arkansas,US,34.9697,-92.3731,07/02/2020,0.0,0.0,0.0
Delaware,US,39.3185,-75.5071,07/02/2020,0.0,0.0,0.0
Idaho,US,44.2405,-114.4788,07/02/2020,0.0,0.0,0.0
Maine,US,44.6939,-69.3819,07/02/2020,0.0,0.0,0.0
Michigan,US,43.3266,-84.5361,07/02/2020,0.0,0.0,0.0
Mississippi,US,32.7416,-89.6787,07/02/2020,0.0,0.0,0.0
Montana,US,46.9219,-110.4544,07/02/2020,0.0,0.0,0.0
New Mexico,US,34.8405,-106.2485,07/02/2020,0.0,0.0,0.0
North Dakota,US,47.5289,-99.784,07/02/2020,0.0,0.0,0.0
South Dakota,US,44.2998,-99.4388,07/02/2020,0.0,0.0,0.0
West Virginia,US,38.4912,-80.9545,07/02/2020,0.0,0.0,0.0
Wyoming,US,42.756,-107.3025,07/02/2020,0.0,0.0,0.0
Hubei,China,30.9756,112.2707,07/02/2020,24953.0,699.0,1115.0
,Iran,32.0,53.0,07/02/2020,0.0,0.0,0.0
,"Korea, South",36.0,128.0,07/02/2020,24.0,0.0,1.0
France,France,46.2276,2.2137,07/02/2020,6.0,0.0,0.0
Guangdong,China,23.3417,113.4244,07/02/2020,1034.0,1.0,88.0
Henan,China,33.882,113.614,07/02/2020,914.0,3.0,86.0
Zhejiang,China,29.1832,120.0934,07/02/2020,1006.0,0.0,123.0
Hunan,China,27.6104,111.7088,07/02/2020,772.0,0.0,112.0
Anhui,China,31.8257,117.2264,07/02/2020,665.0,0.0,47.0
Jiangxi,China,27.614,115.7221,07/02/2020,661.0,0.0,45.0
Shandong,China,36.3427,118.1498,07/02/2020,386.0,0.0,37.0
Diamond Princess,Cruise Ship,35.4437,139.638,07/02/2020,61.0,0.0,0.0
Jiangsu,China,32.9711,119.455,07/02/2020,408.0,0.0,43.0
Chongqing,China,30.0572,107.874,07/02/2020,426.0,2.0,31.0
Sichuan,China,30.6171,102.7103,07/02/2020,344.0,1.0,42.0
Heilongjiang,China,47.862,127.7615,07/02/2020,277.0,3.0,12.0
Denmark,Denmark,56.2639,9.5018,07/02/2020,0.0,0.0,0.0
Beijing,China,40.1824,116.4142,07/02/2020,297.0,1.0,33.0
Shanghai,China,31.202,121.4491,07/02/2020,277.0,1.0,30.0
Hebei,China,39.549,116.1306,07/02/2020,172.0,1.0,22.0
Fujian,China,26.0789,117.9874,07/02/2020,224.0,0.0,20.0
Guangxi,China,23.8298,108.7881,07/02/2020,172.0,0.0,17.0
Shaanxi,China,35.1917,108.8701,07/02/2020,184.0,0.0,17.0
Yunnan,China,24.974,101.487,07/02/2020,138.0,0.0,12.0
Hainan,China,19.1959,109.7453,07/02/2020,117.0,2.0,10.0
Guizhou,China,26.8154,106.8748,07/02/2020,81.0,1.0,6.0
Tianjin,China,39.3054,117.323,07/02/2020,81.0,1.0,2.0
Shanxi,China,37.5777,112.2922,07/02/2020,104.0,0.0,15.0
Gansu,China,37.8099,101.0583,07/02/2020,67.0,0.0,9.0
Hong Kong,China,22.3,114.2,07/02/2020,25.0,1.0,0.0
Liaoning,China,41.2956,122.6085,07/02/2020,99.0,0.0,7.0
Jilin,China,43.6661,126.1923,07/02/2020,65.0,1.0,4.0
,Czechia,49.8175,15.473,07/02/2020,0.0,0.0,0.0
Xinjiang,China,41.1129,85.2401,07/02/2020,39.0,0.0,0.0
Inner Mongolia,China,44.0935,113.9448,07/02/2020,50.0,0.0,5.0
Ningxia,China,37.2692,106.1655,07/02/2020,43.0,0.0,5.0
,Taiwan*,23.7,121.0,07/02/2020,16.0,0.0,1.0
,Vietnam,16.0,108.0,07/02/2020,10.0,0.0,1.0
,Russia,60.0,90.0,07/02/2020,2.0,0.0,0.0
Qinghai,China,35.7452,95.9956,07/02/2020,18.0,0.0,3.0
Macau,China,22.1667,113.55,07/02/2020,10.0,0.0,1.0
,Moldova,47.4116,28.3699,07/02/2020,0.0,0.0,0.0
,Bolivia,-16.2902,-63.5887,07/02/2020,0.0,0.0,0.0
Faroe Islands,Denmark,61.8926,-6.9118,07/02/2020,0.0,0.0,0.0
St Martin,France,18.0708,-63.0501,07/02/2020,0.0,0.0,0.0
,Honduras,15.2,-86.2419,07/02/2020,0.0,0.0,0.0
Channel Islands,United Kingdom,49.3723,-2.3644,07/02/2020,0.0,0.0,0.0
New Brunswick,Canada,46.5653,-66.4619,07/02/2020,0.0,0.0,0.0
Tibet,China,31.6927,88.0924,07/02/2020,1.0,0.0,0.0
,Congo (Kinshasa),-4.0383,21.7587,07/02/2020,0.0,0.0,0.0
,Cote d'Ivoire,7.54,-5.5471,07/02/2020,0.0,0.0,0.0
Saint Barthelemy,France,17.9,-62.8333,07/02/2020,0.0,0.0,0.0
,Jamaica,18.1096,-77.2975,07/02/2020,0.0,0.0,0.0
,Turkey,38.9637,35.2433,07/02/2020,0.0,0.0,0.0
Gibraltar,United Kingdom,36.1408,-5.3536,07/02/2020,0.0,0.0,0.0
,Cuba,22.0,-80.0,07/02/2020,0.0,0.0,0.0
,Guyana,5.0,-58.75,07/02/2020,0.0,0.0,0.0
Australian Capital Territory,Australia,-35.4735,149.0124,07/02/2020,0.0,0.0,0.0
United Kingdom,United Kingdom,55.3781,-3.4360000000000004,07/02/2020,3.0,0.0,0.0
,Kazakhstan,48.0196,66.9237,07/02/2020,0.0,0.0,0.0
French Polynesia,France,-17.6797,149.4068,07/02/2020,0.0,0.0,0.0
Manitoba,Canada,53.7609,-98.8139,07/02/2020,0.0,0.0,0.0
Saskatchewan,Canada,52.9399,-106.4509,07/02/2020,0.0,0.0,0.0
,Ethiopia,9.145,40.4897,07/02/2020,0.0,0.0,0.0
,Sudan,12.8628,30.2176,07/02/2020,0.0,0.0,0.0
,Guinea,9.9456,-9.6966,07/02/2020,0.0,0.0,0.0
Grand Princess,Canada,37.6489,-122.6655,07/02/2020,0.0,0.0,0.0
,Kenya,-0.0236,37.9062,07/02/2020,0.0,0.0,0.0
,Antigua and Barbuda,17.0608,-61.7964,07/02/2020,0.0,0.0,0.0
Alabama,US,32.3182,-86.9023,07/02/2020,0.0,0.0,0.0
,Uruguay,-32.5228,-55.7658,07/02/2020,0.0,0.0,0.0
,Ghana,7.9465,-1.0232,07/02/2020,0.0,0.0,0.0
Puerto Rico,US,18.2208,-66.5901,07/02/2020,0.0,0.0,0.0
,Namibia,-22.9576,18.4904,07/02/2020,0.0,0.0,0.0
,Seychelles,-4.6796,55.492,07/02/2020,0.0,0.0,0.0
,Trinidad and Tobago,10.6918,-61.2225,07/02/2020,0.0,0.0,0.0
,Venezuela,6.4238,-66.5897,07/02/2020,0.0,0.0,0.0
,Eswatini,-26.5225,31.4659,07/02/2020,0.0,0.0,0.0
,Gabon,-0.8037,11.6094,07/02/2020,0.0,0.0,0.0
,Guatemala,15.7835,-90.2308,07/02/2020,0.0,0.0,0.0
,Mauritania,21.0079,10.9408,07/02/2020,0.0,0.0,0.0
,Rwanda,-1.9403,29.8739,07/02/2020,0.0,0.0,0.0
,Saint Lucia,13.9094,-60.9789,07/02/2020,0.0,0.0,0.0
,Saint Vincent and the Grenadines,12.9843,-61.2872,07/02/2020,0.0,0.0,0.0
,Suriname,3.9193,-56.0278,07/02/2020,0.0,0.0,0.0
French Guiana,France,3.9339,-53.1258,07/02/2020,0.0,0.0,0.0
Guam,US,13.4443,144.7937,07/02/2020,0.0,0.0,0.0
,Kosovo,42.6026,20.903,07/02/2020,0.0,0.0,0.0
